NOONAN,"13,286",94.90%,0.84%,0.59%,0.24%,1.16%,2.26%
SPEAR,"13,284",86.89%,7.40%,0.49%,0.78%,1.94%,2.50%
PRESSLEY,"13,281",53.93%,41.60%,0.33%,0.36%,1.90%,1.87%
FELDER,"13,257",27.25%,66.91%,0.35%,0.31%,2.95%,2.23%
JAMESON,"13,255",84.34%,8.49%,1.01%,1.21%,1.83%,3.12%
WAHL,"13,253",94.50%,0.66%,1.05%,0.33%,1.21%,2.26%
ARCHULETA,"13,248",16.06%,0.25%,0.32%,2.25%,0.74%,80.38%
NESBITT,"13,248",59.74%,35.03%,0.54%,0.35%,2.23%,2.11%
SEAMAN,"13,237",92.27%,1.56%,0.97%,0.55%,1.89%,2.76%
MYRICK,"13,236",63.71%,30.22%,0.42%,0.81%,2.19%,2.65%
KWON,"13,235",1.56%,(S),96.30%,(S),1.44%,0.45%
BYLER,"13,230",98.19%,0.15%,0.14%,0.17%,0.60%,0.76%
HERRMANN,"13,226",95.08%,0.33%,0.67%,0.60%,1.29%,2.03%
YOO,"13,225",2.66%,(S),95.49%,(S),1.06%,0.59%
VITALE,"13,220",94.39%,0.39%,0.73%,0.08%,0.98%,3.42%
LOERA,"13,218",4.08%,0.23%,0.21%,0.33%,0.14%,95.00%
PARSON,"13,209",59.60%,32.46%,0.60%,0.76%,2.66%,3.92%
MARLOW,"13,205",86.97%,7.10%,0.54%,0.72%,2.15%,2.51%
JETER,"13,198",42.98%,51.13%,0.29%,0.39%,2.53%,2.68%
TONG,"13,196",11.58%,1.51%,81.26%,0.14%,3.38%,2.14%
LYLE,"13,192",82.29%,11.68%,0.64%,0.69%,2.32%,2.37%
SCALES,"13,190",38.09%,55.45%,0.41%,0.33%,3.58%,2.14%
SEGOVIA,"13,182",5.12%,0.44%,1.95%,0.21%,0.50%,91.78%
BURLESON,"13,176",86.64%,7.91%,0.42%,0.79%,1.89%,2.35%
CHIU,"13,174",2.33%,(S),92.11%,(S),2.28%,3.17%
WITHERSPOON,"13,171",32.12%,62.08%,0.29%,0.32%,3.16%,2.03%
BARFIELD,"13,165",69.22%,24.65%,0.40%,0.72%,2.32%,2.69%
FABIAN,"13,161",48.09%,1.88%,4.03%,0.18%,0.87%,44.94%
BOUCHARD,"13,154",95.26%,0.36%,0.46%,0.57%,1.41%,1.94%
CHUN,"13,141",3.71%,0.46%,81.00%,0.04%,8.31%,6.48%
MARKHAM,"13,137",87.71%,6.28%,0.81%,0.57%,2.31%,2.31%
ZEIGLER,"13,135",74.11%,21.79%,0.59%,0.37%,1.57%,1.57%
ULLOA,"13,133",4.14%,0.28%,0.72%,0.10%,0.26%,94.50%
LEAVITT,"13,133",93.53%,0.34%,0.57%,1.48%,1.46%,2.63%
ELY,"13,130",88.06%,6.70%,0.66%,0.57%,1.71%,2.30%
MARTINO,"13,128",88.49%,3.16%,0.55%,0.20%,0.78%,6.82%
LANCE,"13,122",86.31%,7.92%,0.69%,0.89%,1.68%,2.51%
DUBOSE,"13,120",48.73%,46.65%,0.33%,0.42%,1.88%,1.98%
REDD,"13,119",50.51%,43.50%,0.48%,0.38%,3.09%,2.04%
PRINGLE,"13,115",54.53%,39.29%,0.52%,0.59%,2.25%,2.82%
PADRON,"13,114",6.02%,0.43%,1.07%,0.21%,0.20%,92.08%
DAMICO,"13,109",94.56%,0.35%,0.48%,0.10%,0.93%,3.58%
CONDON,"13,109",93.33%,1.00%,0.70%,1.67%,1.23%,2.07%
WILES,"13,105",89.97%,5.25%,0.51%,0.66%,1.85%,1.76%
GARIBAY,"13,088",4.39%,0.22%,0.91%,0.11%,0.18%,94.19%
CULP,"13,081",86.76%,8.09%,0.60%,0.67%,1.67%,2.22%
SANTILLAN,"13,081",3.35%,0.12%,2.68%,0.14%,0.18%,93.52%
WESTFALL,"13,079",94.17%,0.85%,0.65%,0.43%,1.81%,2.09%
WILLEY,"13,067",94.07%,1.47%,0.57%,0.60%,1.47%,1.83%
LASSITER,"13,066",57.51%,37.43%,0.36%,0.44%,2.31%,1.96%
WILLETT,"13,065",90.18%,4.03%,0.77%,0.78%,1.82%,2.41%
GRAFF,"13,058",94.89%,0.30%,0.87%,0.33%,1.29%,2.32%
BACHMAN,"13,057",95.13%,0.50%,0.69%,0.41%,1.26%,2.01%
BARKLEY,"13,051",72.63%,21.52%,0.51%,0.92%,2.11%,2.31%
BLANK,"13,050",94.72%,1.24%,0.60%,0.34%,0.98%,2.12%
CROFT,"13,047",86.60%,8.60%,0.54%,0.48%,1.66%,2.13%
BALTAZAR,"13,045",5.12%,2.11%,9.90%,0.70%,1.09%,81.09%
SALISBURY,"13,038",91.41%,3.17%,0.65%,0.52%,1.85%,2.40%
EASTER,"13,036",67.02%,27.43%,0.39%,0.65%,2.52%,1.99%
BURDEN,"13,028",66.55%,27.82%,0.40%,0.58%,2.26%,2.39%
REDMAN,"13,028",81.61%,10.83%,0.93%,0.94%,2.89%,2.80%
SALVADOR,"13,021",13.97%,1.27%,23.02%,1.04%,2.63%,58.07%
SCHELL,"13,016",93.12%,1.65%,0.68%,0.55%,1.58%,2.42%
DEVLIN,"13,014",92.68%,2.98%,0.54%,0.25%,1.28%,2.27%
WOO,"13,003",4.65%,0.44%,86.86%,0.08%,4.81%,3.16%
STEEN,"12,989",82.16%,12.58%,0.46%,0.69%,1.87%,2.23%
LEGGETT,"12,977",70.15%,25.04%,0.35%,0.60%,1.84%,2.01%
GIRARD,"12,975",91.71%,2.36%,0.55%,0.57%,1.70%,3.11%
SU,"12,973",2.26%,(S),93.36%,(S),2.00%,2.01%
GANN,"12,972",92.17%,0.82%,0.89%,1.93%,2.08%,2.10%
LYTLE,"12,970",85.27%,9.21%,0.45%,0.97%,2.21%,1.88%
NOBLES,"12,965",64.09%,28.95%,0.62%,0.52%,2.25%,3.56%
BOLIN,"12,962",91.15%,2.60%,0.38%,1.64%,1.74%,2.50%
FUCHS,"12,958",95.03%,0.25%,0.78%,0.22%,1.07%,2.64%
RADFORD,"12,956",78.20%,16.84%,0.40%,0.77%,2.03%,1.75%
FOY,"12,952",71.73%,22.44%,0.82%,0.47%,1.93%,2.62%
EPSTEIN,"12,952",95.72%,0.31%,0.70%,0.04%,1.03%,2.19%
LIPSCOMB,"12,948",56.24%,38.37%,0.39%,0.59%,2.70%,1.71%
CARREON,"12,941",4.95%,0.19%,9.00%,0.12%,0.75%,84.99%
PEASE,"12,937",91.41%,2.57%,0.49%,1.73%,1.58%,2.22%
REGALADO,"12,931",5.42%,0.23%,3.43%,0.22%,0.33%,90.36%
OLDHAM,"12,928",85.84%,8.90%,0.53%,0.69%,1.80%,2.23%
BELANGER,"12,922",94.39%,0.73%,0.56%,0.84%,1.59%,1.89%
ALCANTAR,"12,919",3.27%,0.27%,0.21%,0.19%,0.16%,95.90%
LOONEY,"12,910",84.68%,9.78%,0.51%,1.17%,2.02%,1.84%
KENYON,"12,891",93.41%,1.72%,0.65%,0.70%,1.50%,2.02%
REICH,"12,891",93.85%,0.50%,0.53%,0.96%,1.44%,2.72%
EPPERSON,"12,884",83.67%,9.50%,0.59%,1.23%,2.41%,2.61%
AGUAYO,"12,876",4.09%,0.19%,0.29%,0.25%,0.14%,95.05%
BEATY,"12,869",82.07%,12.22%,0.45%,0.44%,2.00%,2.82%
RICKETTS,"12,862",71.79%,22.11%,0.45%,0.65%,2.27%,2.72%
CHEATHAM,"12,852",55.84%,38.43%,0.35%,0.45%,2.59%,2.33%
LUSK,"12,847",85.90%,8.83%,0.52%,0.64%,1.66%,2.44%
MABRY,"12,846",68.31%,26.40%,0.30%,0.48%,2.01%,2.50%
MILLARD,"12,843",90.13%,3.69%,0.97%,0.57%,1.78%,2.87%
SHEN,"12,839",3.49%,0.32%,93.77%,0.07%,1.70%,0.65%
THRASHER,"12,836",84.67%,10.06%,0.46%,0.90%,1.80%,2.12%
DANIELSON,"12,833",93.25%,0.94%,1.32%,0.61%,1.70%,2.17%
EBERT,"12,830",95.13%,0.51%,0.61%,0.35%,1.29%,2.11%
TUBBS,"12,828",70.03%,24.39%,0.55%,0.94%,2.09%,2.00%
GILCHRIST,"12,825",62.20%,32.80%,0.37%,0.49%,1.94%,2.20%
CARDOZA,"12,824",29.74%,2.83%,1.26%,0.25%,1.36%,64.57%
ANDRES,"12,821",46.21%,2.26%,16.07%,0.50%,1.68%,33.27%
WILLINGHAM,"12,818",63.25%,30.80%,0.51%,0.51%,2.16%,2.77%
RAGLAND,"12,816",48.63%,44.76%,0.47%,0.51%,3.53%,2.09%
AIKEN,"12,812",66.40%,27.64%,0.89%,1.02%,2.11%,1.94%
CARON,"12,810",94.35%,0.59%,0.75%,0.37%,1.20%,2.75%
SNODGRASS,"12,806",93.43%,2.06%,0.43%,0.59%,1.52%,1.96%
GAFFNEY,"12,805",83.06%,12.07%,0.53%,0.26%,1.64%,2.44%
BABB,"12,794",82.12%,11.86%,0.70%,0.48%,1.84%,2.99%
DENNEY,"12,792",93.11%,1.44%,0.45%,1.19%,1.47%,2.35%
SCHOFIELD,"12,790",87.95%,6.66%,0.59%,0.69%,1.58%,2.53%
JAUREGUI,"12,783",5.73%,0.10%,0.32%,0.13%,0.25%,93.48%
MAIN,"12,776",91.94%,0.66%,1.53%,1.32%,1.75%,2.79%
TAVARES,"12,766",52.21%,10.20%,2.49%,0.31%,4.30%,30.50%
BARONE,"12,758",93.47%,0.70%,0.45%,0.18%,0.96%,4.23%
TROUT,"12,758",92.62%,1.53%,0.56%,0.99%,2.03%,2.27%
REES,"12,754",93.90%,0.85%,0.81%,0.29%,1.61%,2.54%
PEDRAZA,"12,748",4.55%,0.30%,0.58%,0.28%,0.20%,94.09%
CRISP,"12,741",81.74%,12.57%,0.60%,0.80%,2.04%,2.25%
GILLETTE,"12,724",87.37%,6.16%,0.66%,0.72%,1.91%,3.18%
STOCK,"12,722",94.91%,0.55%,0.54%,0.36%,1.50%,2.14%
BAGGETT,"12,717",86.13%,9.68%,0.29%,0.57%,1.31%,2.02%
MESSINA,"12,717",93.83%,0.27%,0.50%,0.06%,1.16%,4.20%
KILLIAN,"12,717",90.41%,4.40%,0.54%,0.64%,1.75%,2.25%
ANGULO,"12,714",5.01%,0.50%,1.10%,0.20%,0.13%,93.05%
AMATO,"12,713",92.17%,0.42%,1.15%,0.14%,0.96%,5.17%
WENDT,"12,712",95.13%,0.36%,0.72%,0.42%,1.24%,2.12%
PARRIS,"12,710",66.00%,25.41%,0.54%,1.27%,2.79%,4.00%
HAMMONDS,"12,710",57.29%,29.67%,0.30%,7.99%,2.75%,2.01%
STEINBERG,"12,709",95.32%,0.52%,0.79%,0.16%,0.97%,2.25%
BREAUX,"12,705",77.50%,17.99%,0.42%,0.46%,1.76%,1.88%
EAST,"12,684",84.01%,11.11%,0.48%,0.50%,1.71%,2.18%
MCARTHUR,"12,683",75.35%,17.59%,0.52%,1.01%,2.52%,3.01%
GREY,"12,680",65.19%,23.29%,2.15%,2.39%,2.67%,4.31%
WISNIEWSKI,"12,675",96.22%,0.27%,0.46%,0.21%,0.93%,1.92%
PAN,"12,664",2.61%,0.46%,94.02%,0.07%,1.63%,1.22%
GUARDADO,"12,656",3.45%,0.21%,0.11%,0.08%,0.10%,96.05%
BENAVIDEZ,"12,648",8.13%,0.21%,0.99%,0.81%,0.28%,89.57%
GARBER,"12,640",94.75%,0.84%,0.73%,0.31%,1.39%,1.99%
LAZO,"12,640",7.59%,0.27%,7.96%,0.04%,0.82%,83.31%
LERMA,"12,639",6.54%,0.36%,0.76%,0.58%,0.40%,91.37%
ALCANTARA,"12,636",5.05%,0.62%,17.89%,0.05%,1.45%,74.94%
HOUCK,"12,634",94.98%,0.93%,0.58%,0.51%,1.58%,1.42%
SEITZ,"12,630",95.67%,0.36%,0.67%,0.33%,1.13%,1.84%
SCHUBERT,"12,629",93.92%,0.31%,0.78%,0.37%,1.43%,3.20%
MUNGUIA,"12,615",3.95%,0.22%,0.13%,0.13%,0.11%,95.46%
REDDY,"12,614",27.17%,2.35%,66.12%,0.59%,2.60%,1.17%
HUNTLEY,"12,614",68.37%,26.69%,0.58%,0.38%,2.19%,1.79%
WING,"12,614",82.15%,3.81%,6.89%,1.60%,2.77%,2.78%
ADCOCK,"12,599",94.35%,0.99%,0.46%,0.93%,1.59%,1.68%
SLADE,"12,599",64.27%,29.53%,0.80%,0.26%,2.58%,2.55%
MATLOCK,"12,599",73.69%,19.87%,0.52%,1.18%,2.44%,2.29%
LONGO,"12,594",92.42%,1.24%,0.55%,0.14%,0.93%,4.72%
ORLANDO,"12,586",89.39%,1.28%,0.94%,0.14%,0.93%,7.33%
HEIN,"12,586",94.18%,0.22%,1.54%,0.34%,1.36%,2.35%
TRAMMELL,"12,582",71.64%,21.94%,0.38%,0.90%,2.61%,2.53%
GUINN,"12,577",82.15%,10.32%,0.62%,2.09%,2.31%,2.51%
WILL,"12,575",91.16%,4.35%,0.76%,0.26%,1.45%,2.03%
MUSE,"12,571",58.11%,36.39%,0.68%,0.47%,2.39%,1.97%
CLANCY,"12,556",90.81%,4.59%,0.82%,0.33%,1.39%,2.05%
CARABALLO,"12,546",7.14%,1.66%,0.45%,0.04%,0.31%,90.40%
BAUGH,"12,543",74.57%,19.93%,0.66%,0.69%,2.10%,2.06%
CRAWLEY,"12,523",59.98%,33.97%,0.35%,0.67%,2.87%,2.16%
WHEATLEY,"12,520",84.69%,10.85%,0.49%,0.36%,1.57%,2.04%
LINN,"12,508",91.81%,0.75%,2.41%,0.59%,1.50%,2.93%
SHOCKLEY,"12,504",83.36%,11.56%,0.38%,0.58%,2.22%,1.89%
CHISHOLM,"12,503",65.08%,28.51%,0.65%,0.77%,2.41%,2.59%
DONG,"12,466",2.87%,0.39%,93.81%,0.05%,2.13%,0.76%
MCCURDY,"12,463",84.63%,10.26%,0.31%,0.71%,1.73%,2.36%
BERTRAND,"12,461",80.26%,13.06%,0.50%,0.31%,1.77%,4.09%
SPANN,"12,457",43.04%,51.25%,0.31%,0.35%,3.03%,2.01%
PRECIADO,"12,455",4.18%,0.31%,0.32%,0.25%,0.09%,94.86%
COONEY,"12,455",92.85%,2.62%,0.59%,0.34%,1.24%,2.37%
BERRIOS,"12,451",6.14%,1.29%,0.27%,0.08%,0.35%,91.89%
ZELAYA,"12,448",4.25%,1.05%,0.39%,0.06%,0.19%,94.06%
JAEGER,"12,436",94.89%,0.25%,0.88%,0.38%,1.28%,2.32%
SMALLS,"12,435",3.78%,90.49%,0.23%,0.28%,2.76%,2.46%
CLEVENGER,"12,428",94.98%,0.39%,0.60%,0.64%,1.42%,1.97%
DURANT,"12,428",51.96%,36.82%,0.68%,1.88%,3.23%,5.43%
BOLLINGER,"12,425",94.99%,0.39%,0.88%,0.61%,1.48%,1.65%
ARMENDARIZ,"12,423",5.24%,0.23%,0.14%,0.15%,0.22%,94.02%
DENSON,"12,419",45.69%,47.85%,0.48%,1.08%,2.63%,2.28%
MIXON,"12,394",64.06%,30.77%,0.33%,0.64%,2.23%,1.98%
GEARY,"12,382",92.51%,2.98%,0.50%,0.57%,1.20%,2.25%
MONTIEL,"12,376",4.77%,0.37%,0.40%,0.48%,0.15%,93.83%
SANTAMARIA,"12,375",18.42%,0.20%,3.75%,0.09%,0.57%,76.96%
MCAFEE,"12,371",71.40%,22.25%,0.43%,0.58%,2.49%,2.85%
DONALD,"12,367",52.03%,41.74%,0.68%,0.99%,2.60%,1.96%
FOUST,"12,366",86.58%,8.75%,0.41%,0.47%,1.73%,2.05%
SISK,"12,365",90.77%,3.53%,0.36%,1.23%,1.65%,2.45%
ROCKWELL,"12,360",90.61%,3.95%,0.69%,0.98%,1.52%,2.26%
FERRARO,"12,355",93.09%,0.70%,0.56%,0.08%,0.96%,4.62%
STILL,"12,354",80.14%,13.23%,0.45%,1.52%,2.47%,2.19%
CASPER,"12,351",93.14%,2.24%,0.71%,0.42%,1.38%,2.10%
CINTRON,"12,349",7.23%,1.77%,0.43%,0.15%,0.17%,90.25%
OVERSTREET,"12,342",78.16%,17.17%,0.37%,0.50%,1.95%,1.85%
BORGES,"12,337",57.30%,3.02%,1.38%,0.22%,2.11%,35.97%
CONCEPCION,"12,332",4.68%,1.60%,21.42%,0.11%,2.13%,70.06%
LEMONS,"12,322",71.32%,22.90%,0.27%,0.70%,1.68%,3.13%
MATSON,"12,320",92.35%,1.90%,0.75%,1.25%,1.59%,2.16%
BRINSON,"12,303",49.36%,46.02%,0.31%,0.31%,2.28%,1.72%
SHELBY,"12,303",58.22%,36.02%,0.44%,0.57%,2.33%,2.42%
RALSTON,"12,302",90.60%,3.60%,0.67%,0.88%,1.71%,2.54%
ALTAMIRANO,"12,296",4.24%,0.28%,1.17%,0.12%,0.13%,94.05%
SWANN,"12,293",67.02%,26.23%,0.62%,1.04%,2.81%,2.28%
ALICEA,"12,287",7.55%,1.45%,0.37%,0.07%,0.31%,90.24%
BROUGHTON,"12,273",66.09%,28.82%,0.48%,0.61%,1.99%,2.01%
OGLESBY,"12,271",63.37%,31.20%,0.42%,0.51%,2.22%,2.29%
CACERES,"12,269",5.88%,0.43%,1.54%,(S),(S),91.78%
BRAXTON,"12,268",19.89%,72.43%,0.27%,0.42%,4.18%,2.81%
ASHTON,"12,263",80.49%,13.36%,0.61%,0.48%,2.14%,2.93%
LOMELI,"12,263",4.77%,0.23%,0.15%,0.11%,0.13%,94.61%
BEGUM,"12,255",0.84%,0.20%,96.60%,0.15%,1.92%,0.29%
SCARBOROUGH,"12,252",80.44%,14.85%,0.38%,0.60%,1.51%,2.22%
DEWEY,"12,249",91.66%,1.87%,0.65%,1.92%,2.02%,1.88%
ALFONSO,"12,246",19.79%,1.25%,10.44%,0.13%,0.99%,67.39%
DUGGAN,"12,237",92.44%,2.69%,0.74%,0.28%,1.35%,2.50%
NADEAU,"12,236",92.55%,0.42%,0.43%,3.02%,2.02%,1.57%
CHURCHILL,"12,235",89.11%,5.29%,0.57%,0.82%,2.01%,2.21%
LOYA,"12,232",9.81%,0.34%,0.75%,0.37%,0.31%,88.42%
RAGSDALE,"12,227",78.46%,14.52%,0.43%,1.28%,2.40%,2.92%
MACE,"12,222",89.67%,4.12%,0.39%,1.45%,1.56%,2.81%
BRUBAKER,"12,218",95.59%,0.25%,0.56%,0.29%,1.10%,2.21%
RIGGINS,"12,218",51.29%,42.46%,0.43%,0.54%,2.72%,2.55%
CURLEY,"12,211",70.66%,8.29%,0.59%,16.49%,1.63%,2.34%
GRABER,"12,204",97.16%,0.46%,0.27%,0.12%,0.61%,1.38%
MCCRARY,"12,204",64.86%,29.84%,0.29%,0.48%,2.06%,2.47%
FARNSWORTH,"12,203",94.97%,0.45%,0.52%,0.37%,1.25%,2.43%
HERRICK,"12,202",94.60%,0.47%,0.69%,0.55%,1.49%,2.20%
OATES,"12,202",61.02%,33.99%,0.30%,0.48%,2.00%,2.21%
NUNES,"12,191",69.95%,5.41%,1.57%,0.30%,2.68%,20.09%
HARLEY,"12,186",52.61%,38.84%,0.45%,2.41%,3.19%,2.49%
ROBERT,"12,181",71.20%,15.75%,3.99%,0.69%,2.08%,6.29%
TALBERT,"12,181",69.99%,24.06%,0.54%,0.55%,2.54%,2.32%
HOPSON,"12,180",51.75%,41.57%,0.30%,1.67%,2.85%,1.86%
WATERMAN,"12,177",86.08%,7.63%,0.60%,1.17%,1.81%,2.71%
GAO,"12,172",1.22%,(S),97.39%,(S),0.62%,0.41%
LANTZ,"12,169",95.17%,0.60%,0.62%,0.39%,1.45%,1.78%
HAMRICK,"12,168",93.07%,3.55%,0.29%,0.47%,1.12%,1.50%
CORNWELL,"12,168",90.33%,5.14%,0.51%,0.39%,1.66%,1.97%
NYE,"12,167",93.79%,0.86%,1.13%,0.59%,1.50%,2.14%
REIS,"12,165",88.94%,2.72%,1.63%,0.16%,2.31%,4.25%
BIRCH,"12,161",82.79%,10.95%,0.77%,0.54%,1.87%,3.08%
MILNER,"12,153",77.55%,17.33%,0.57%,0.43%,1.63%,2.49%
SLONE,"12,142",94.14%,1.87%,0.69%,0.56%,1.50%,1.24%
SPURLOCK,"12,141",82.18%,13.08%,0.37%,0.42%,1.95%,2.00%
TOLLIVER,"12,128",44.85%,48.87%,0.37%,0.79%,3.08%,2.04%
ALMONTE,"12,128",5.22%,0.74%,3.09%,0.05%,0.35%,90.54%
RAZO,"12,125",5.20%,0.28%,1.24%,0.44%,0.42%,92.42%
MASTERSON,"12,117",92.19%,2.31%,0.64%,0.66%,1.81%,2.39%
PORRAS,"12,106",7.24%,0.17%,1.61%,0.40%,0.27%,90.30%
MOULTON,"12,104",88.74%,6.06%,0.64%,0.56%,1.69%,2.31%
MONK,"12,103",78.42%,15.81%,0.85%,0.62%,1.58%,2.72%
PENCE,"12,101",94.89%,0.72%,0.48%,0.52%,1.50%,1.89%
HATTON,"12,090",81.22%,12.97%,0.43%,1.15%,2.04%,2.18%
RUST,"12,086",93.79%,1.16%,0.71%,0.59%,1.63%,2.12%
DUCKWORTH,"12,080",79.83%,14.64%,0.58%,0.47%,2.09%,2.40%
FRANTZ,"12,079",94.93%,0.91%,0.54%,0.56%,1.14%,1.92%
OREILLY,"12,074",91.86%,2.05%,0.71%,0.35%,1.54%,3.50%
BUNDY,"12,065",82.11%,12.32%,0.51%,0.71%,2.30%,2.03%
BETHEA,"12,061",19.53%,74.76%,0.18%,0.55%,2.66%,2.32%
REINHARDT,"12,057",93.06%,1.64%,0.68%,0.41%,1.36%,2.84%
SAM,"12,053",12.06%,27.84%,33.73%,17.93%,3.07%,5.37%
GUO,"12,048",1.10%,0.32%,97.77%,0.00%,0.66%,0.17%
LITTLEJOHN,"12,047",43.50%,47.34%,0.43%,2.14%,4.32%,2.26%
CARLIN,"12,035",83.69%,1.50%,0.85%,0.37%,1.06%,12.53%
KIMBROUGH,"12,034",45.26%,48.71%,0.41%,0.29%,3.27%,2.06%
LOW,"12,032",61.77%,1.70%,28.82%,0.36%,4.31%,3.03%
STOLL,"12,032",94.00%,0.94%,0.77%,0.49%,1.48%,2.32%
LANDRUM,"12,026",72.82%,20.84%,0.37%,0.73%,2.69%,2.55%
CHAMPAGNE,"12,023",84.56%,9.47%,0.42%,1.53%,1.73%,2.29%
FORTE,"12,023",63.00%,27.82%,0.82%,0.27%,1.80%,6.28%
DYSON,"12,017",58.73%,36.03%,0.48%,0.32%,2.40%,2.03%
JETT,"12,008",75.13%,19.42%,0.47%,0.42%,2.64%,1.92%
BACH,"11,999",84.82%,0.30%,10.70%,0.21%,1.30%,2.67%
STREETER,"11,988",65.22%,29.18%,0.48%,0.48%,2.19%,2.46%
CHRISTMAN,"11,987",92.27%,2.76%,0.60%,0.58%,1.74%,2.04%
BRINK,"11,982",93.65%,0.33%,0.73%,1.54%,1.39%,2.35%
HERR,"11,980",90.08%,0.65%,5.54%,0.20%,1.30%,2.22%
FALK,"11,979",94.33%,0.50%,0.94%,0.23%,1.41%,2.59%
BEVERLY,"11,978",49.63%,44.57%,0.34%,0.41%,2.76%,2.29%
WYLIE,"11,975",82.81%,11.22%,0.68%,0.78%,1.95%,2.55%
FALLON,"11,974",93.11%,1.41%,0.72%,0.23%,1.32%,3.21%
BILLINGSLEY,"11,973",65.74%,28.99%,0.33%,0.49%,2.42%,2.02%
STACK,"11,967",92.70%,1.79%,0.82%,0.36%,1.57%,2.76%
CHOWDHURY,"11,961",2.23%,0.33%,93.57%,0.67%,2.41%,0.79%
PASCUAL,"11,959",5.40%,0.36%,37.42%,0.37%,3.06%,53.39%
QUALLS,"11,958",73.06%,20.02%,0.31%,1.66%,2.59%,2.36%
PERSAUD,"11,956",10.22%,20.54%,51.83%,3.70%,8.94%,4.77%
CHRISTIANSON,"11,951",94.34%,0.38%,0.54%,0.71%,1.66%,2.36%
FORTNER,"11,951",89.93%,5.41%,0.39%,0.85%,1.77%,1.65%
GILMAN,"11,946",93.02%,1.05%,1.06%,0.90%,1.98%,1.99%
CECIL,"11,941",90.55%,3.83%,1.09%,0.72%,1.47%,2.34%
FRANCE,"11,937",76.88%,16.98%,0.86%,0.74%,2.18%,2.36%
TURPIN,"11,937",83.03%,11.53%,0.48%,0.72%,1.95%,2.30%
GREENFIELD,"11,922",86.29%,8.90%,0.72%,0.28%,1.54%,2.26%
MIZE,"11,908",91.29%,2.78%,0.55%,0.98%,2.06%,2.34%
SELBY,"11,908",81.23%,13.34%,0.56%,0.60%,1.97%,2.29%
COTTER,"11,904",94.52%,0.71%,0.75%,0.54%,1.35%,2.13%
NEW,"11,903",88.62%,4.39%,1.49%,0.86%,1.82%,2.82%
FONTAINE,"11,901",83.54%,9.66%,0.63%,0.38%,1.75%,4.04%
VALLADARES,"11,901",4.30%,0.53%,0.56%,0.09%,0.10%,94.41%
EDGAR,"11,895",87.41%,4.78%,1.34%,0.48%,1.88%,4.12%
FORMAN,"11,894",84.01%,10.86%,0.56%,0.45%,1.57%,2.55%
HANNON,"11,893",85.45%,9.25%,0.50%,0.52%,1.94%,2.34%
REEDY,"11,884",87.77%,7.23%,0.58%,0.59%,1.51%,2.32%
GALVIN,"11,882",84.87%,4.31%,0.86%,0.45%,1.56%,7.95%
DOUGHTY,"11,880",81.69%,12.51%,0.66%,0.63%,1.96%,2.54%
FRALEY,"11,876",91.85%,3.72%,0.46%,0.58%,1.56%,1.83%
BECKWITH,"11,876",82.47%,12.39%,0.68%,0.53%,2.05%,1.88%
ALLAN,"11,867",84.46%,6.45%,2.06%,0.75%,2.44%,3.83%
BEAUCHAMP,"11,865",80.12%,7.44%,0.51%,0.97%,2.27%,8.69%
VIERA,"11,861",19.48%,1.87%,0.46%,0.19%,0.71%,77.30%
MOFFETT,"11,853",67.82%,26.42%,0.57%,0.95%,1.88%,2.35%
STUCKEY,"11,846",67.01%,28.41%,0.35%,0.57%,1.92%,1.73%
BRUMFIELD,"11,842",54.50%,41.21%,0.36%,0.39%,1.68%,1.86%
LANKFORD,"11,834",84.38%,9.58%,0.53%,1.18%,2.10%,2.21%
CYR,"11,829",95.44%,0.24%,0.58%,0.41%,1.45%,1.88%
BOLANOS,"11,829",3.90%,0.42%,1.23%,0.09%,0.16%,94.20%
SHANKS,"11,822",78.10%,16.05%,0.62%,0.75%,2.17%,2.31%
OSULLIVAN,"11,818",93.83%,1.72%,0.77%,0.18%,1.24%,2.26%
DELVALLE,"11,816",8.66%,1.37%,1.25%,0.12%,0.27%,88.33%
HITE,"11,810",85.80%,9.39%,0.62%,0.44%,1.63%,2.12%
ARENAS,"11,809",5.27%,0.51%,4.87%,0.26%,0.46%,88.64%
TOMLIN,"11,797",75.81%,19.08%,0.53%,0.52%,2.01%,2.06%
CARDWELL,"11,791",82.00%,12.39%,0.38%,0.67%,2.10%,2.45%
MILAM,"11,787",85.32%,8.21%,0.65%,0.82%,2.02%,2.97%
BOWIE,"11,786",41.55%,51.35%,0.42%,0.77%,2.99%,2.93%
HALVERSON,"11,781",94.73%,0.28%,0.75%,0.57%,1.58%,2.10%
SPEER,"11,770",91.64%,1.78%,0.59%,0.61%,1.74%,3.64%
AMARO,"11,769",11.82%,1.12%,0.82%,0.25%,0.39%,85.60%
MCMILLIAN,"11,765",35.86%,57.37%,0.26%,2.12%,2.51%,1.89%
PONDER,"11,764",66.66%,28.12%,0.51%,0.51%,2.09%,2.11%
BECKETT,"11,763",77.05%,17.64%,0.53%,0.43%,1.94%,2.42%
APPLEGATE,"11,762",93.04%,1.11%,0.53%,0.87%,1.81%,2.65%
LARUE,"11,757",86.80%,6.52%,0.63%,0.61%,2.03%,3.40%
HUDGINS,"11,755",78.24%,16.36%,0.37%,0.66%,2.28%,2.09%
PAXTON,"11,754",86.18%,8.09%,0.56%,0.73%,2.14%,2.29%
MARTINS,"11,751",81.28%,8.15%,1.65%,0.56%,2.04%,6.31%
